DIM_BD 50000
UV58bP TVMgXuNTya KDMVUzNuapJUsB  1 bgcdUHNN nKUptLs 
LK90MR nIqcyEwprVE MdiffCmIizIAE dESvmdGaXxMl  0 XmhRk bsdRan 
cH43EL PKez MZn KsPZ FJlZVj  4 ATGZpM bnWtvIIw 
Xr58uC jEJhvTPYa xJQEOsTktx ShtEI  4 cYVQf vHyMmlsP 
Bh22SL vzECreULSCB OuYKfE  2 PzJobCCtKO SeBLOKh 
xQ76Ru xxHi kDGtbSdGnQiQ hnsOJXQUbPaMV DxFMiiNaVV  3 nQmilgEdp roMfZXK 
hB88eT JCvrFiKs sOcwF lDFkFWaeiotUm iLmlUvnO fhlc  5 mvTORPKZR dQIVA 
ee54rG DdyTnaLlaneCYS hDm gQUpmKheuwX zZkZVdYca  2 vLYRaitnzp ISWECLed 
Ek70dU WVeNGig enziOWQyGHP EkkP lqQEh  2 TLADjb FRQKA 
kY12FT rbJBwPAfDI tHYRReYHtj zYofOa MBwqwaKmnHH oindTj  1 nFRALA hkEugEc 
ay83MQ YaBKIF VULtOjXgP ABhBFd lolzoiYTEcZUdQ  2 zziQTV mdwKbnS 
zQ13ef ZnwczQp hWQdNMPhXYMGJo UCZyzARiipS zapn  1 PpGrQBKOB wFTtLmxl 
QU83KO NBmAcfEfvwh NVAlDfpDPvt  5 NMqnALfq bWEQuRAJC 
hH50VJ PlEfdAuga yVDdZt wXnJWXnjNsNpd  1 fFsTTc NKaKL 
wQ85Lw qHjImIddcYG TQQTsiTUbjAh tvgPBPBSVASIW rCgvLazh vyIi  2 naoyVhwB fTGPvqCil 
XG23qa TVixaaZwVTEyB qvg gppPqNdKxioUy  3 lMMpzllk yauwAeEt 
WG92Bz kgeAxkdTM oOSQPnRgIC qzrpHFxFZZmGt wjgMk YZORumrjhIDRa  2 YAoLd BcOySQyk 
oP48tf UftxFagy cMRFJqRVPCt  1 sZAXe eozwVDVwO 
KW16Nn xOUSuyaNkXj DmXgVwoLJGUe AeB  1 LqooRLwz oKslgbI 
lN86tI grBpZmNcvAyijk uXrUcQZUUUio QBT FsS  3 vhodzskYS dnlnuwtWZH 
gh75Dh hQD MrzS EmYxsqLN HHsqp CLmUz  0 MDlEu XTMaGXpQ 
AU41tI wpHjWJtG LDxmdRrBbydgd caVAzkBR  2 pZDQBrDvY fGbMIQnvRO 
mG80ve FceavtM hgxHM zBectg IQNVkAfS  1 sUvbqfqEf XiTedgft 
xB73aL miRjlvjKwSHsqV oIyTS fHbBEzKD jngIcdjUNOp ROLnUCyHi  3 NSJHjC neQyfEb 
xd81vY CzOTEGbMJVEOKY rweeJBK RavVfhuUFgSdbT  2 RJRbiUvTT RCqmmUKyXD 
bv80QE vIIbqmaOIkYc AeSdBFBiZhRb fSRnfXCCdCjXCO QCTAbLpPMdUw  0 JaHhpaVzuu EZhNVplcV 
gn60US ckundcQheDacsy PaVRrSUs zMdtPaBPf QvjDzcYmulOjcK CXPynPea  4 ysMjszj UTEqNubjW 
sE18BL APgCNsL HcCEXg qQfE YnFUYl  3 FFyuWGq OZMPuKaEED 
du83EM lWPFaphW gFuKmHVz ShdIkw kwWc EGrpnCYoA  5 ordjo fnJMYV 
TO90JW WWpIkEwqDiAd OYdeD SabCmNFHmA CNR LWWYezm  5 zyEXBQK xFBiYncLOc 
ON36Zd FUNjMKPzfYA apbOQytOJ  0 dodkdhVr QLhYj 
Vu99TD lNT qpDRNFiPF iGurZEKy SXPWyiCLHP ajQrL  3 JvrgXLnYKG YbMxpKWegF 
jV27GK KMih kwJxorgPtKAjJJ  2 YCxTxV oMEgnuQ 
Hs11LX hQWIVO DPIjHEXTGw ObOWAjSaWQIb  2 rcVzflEI jBUNZixQ 
Ev90ZJ RMCXBZWQ jCUlIvj ImSVtOr SxrfCuuIJLsRW  1 smMmIfPA gIPmfP 
Ma72AK MUMafpRiX QyIDGNRRqxTG  0 CwgSr KRaukFlj 
hU16JQ EJbUsKxXwzn XtYWqIOYbRnO JINWLlmWuzCij  5 kFPeNeaYCn VutExzQ 
nN60Na iOkpqJKq qHokYBMPpROa YzfPHJpJXWgv  3 VAoROTibs QKUVKEzXb 
nf36mG WBUTLJNSQ TgPTlM yqEjTu MfBv YBKIxs  5 qCPQdhF JoFPe 
EA14Oi VtwJPjuyktBRWN TiaLc tFJmKAJdYqK pLUxqZnZOBU  0 bMYezW IPrTV 
Rk52NE FlWnKV wIJrstVzBe GJRQHwjfOrHi QbqLbrQJTwr Qtrj  5 pBMBfJBZAT cyeUZ 
Ey36dV vZeMpTEjn WWYOskeK kyBnuedSQwWR dZYELlrJ  2 YPyfZ hqxUKJ 
xR94TP TwotUjDnWWe oqg  1 lxPDI xgsqYzvrJ 
QR69bJ tOjzGu RNIHwBRCeqRPH XMyEUukyhVz zDacOPyREF TwxeUTXFDBepjX  3 yiIVhct jQOcwUmn 
gP40Wc mrMwzQXttFr ZJW  2 wTbeVuXwsW mNykw 
Ax67kI hFAwXHd zdDEVTSwBMgkhe TVpwYrYxWzK OmPuYALoLL aZxmKJaWIUQs  4 LnxonPqOTz NilOVDv 
vl11nH vosFVeTzQp JQCrgRbBs vIUv AxOXH xzEk  0 BMzjfqcj kODzN 
Sb57ko fis qgKbIdHPFsarH GfUMwcrsRC  1 AypOM uZkwGGTfR 
Yv65De ETkN iRCiAKwdF  4 WxBiV AnOyFsO 
rH24Ub LaParAPQmZZt fzNbXirKJzz  1 VHZcqcfk cIHFrGAqdQ 
JT74Si uzOyGY KXDBSJHItSGu  1 LVHsecRiB ugqHdk 
Yk78yx nct haDE obFdlpjuNKGuhY mNTIdIZzzL  1 kWhjkmUyy LmyxbfYP 
RO69po GdAS nhg qYOcardqUEuml ZExAwLfiaYeAg  4 Lyeyc YSnweEmr 
eR81KB abnfpNVWtnc JbznjzCoGLov QDCDTNnioOwgfy  3 HtvtcPzE bhLePNDHjG 
Of12lx qWnKDRfRoN chpeXhqZESPn  5 pRVdq zUTntzSg 
Ht28Jv tYVWtENzrtV Rpsmv  0 cBjBwvKiAL RwCGOL 
UM21gp MjISYneslt dXqEOAd  0 xsPwONwh iqxquxJOM 
eI90ms FiYX cCQSOhiTbMc ZpciTUrPpw AaDAGSTfBWaI xvyR  3 KJjMfSWdy GbuKveUu 
KY51Pm ozbxtksbPM WsmXsjvQqIYWu ldRrfdif ZbZhor PxfesU  5 vwUil jkIJkZf 
ya73rY PeepNqDvnaYLT wZuSPaai imTepXBTkNBvsW rcYrhRjUqzelzn  5 LcZbKHGF ldtNWKa 
PD84Qq IFs eydrd TsbmvhEURCKME HxtJeDjdi  4 LyePbdyCM NxuWw 
mS72qw vVrSXGGHyCEvNw EwuVVsBBYWQY tne  4 CyMLbLUn tGVdQREwfS 
Vi49Co WAuGfVDXD heHvt GFOHgIY lUTrbIezVuMJ uuJjET  4 Rfrnz rLpoVQa 
QA51Jk CqI xFVtRsBYHOFKAY nadTg  3 bwoOHOwP yhQSArojM 
bl55za SlUzv CRkUoOinYCr vLbPHXsS FDhsPrS  4 seSwAVLi MlhITe 
ea10WI BjBSPh PxpBrXbpDW  5 TfpNTK TFpOIvqPRQ 
tx40vE ANa Eqbloj ZgKpv pFBqkrTiACqq  0 qhAiRoaLcA EXCYqFFsG 
Re56Ih htfKkCvwziwxAB MPxowIHEAnq hccXq  3 VoRRqerEH nrZUJdk 
Me32sS nOeeSXj djyyuHugK nrIB  3 Idwss skZncTXDJ 
Nz71PS sjEieoFat aAHYqzK umjSlisos qMqsWiKydck RetgYCvubGNahb  5 HLZLbp IjQlzw 
DN79mu gZKiVEcFJqIvb XbnMVWDS zvTRWjEaRzBfB UTSWV  1 WVfKppd ApUxHaLwKZ 
wb60en tvs sbzOFnJ  3 dnAZHDGEHZ bhBGlXQSAD 
bd62Kl XIyDAJluDNtNKB UTxDHh ZigrQGmZUjTRx  3 rewRx wyDsSWulf 
Nn67Ky VJDIfk vNvJXNx YuMUV vroFBWFiX  2 rPbIygPD bwkUZY 
TP28iE CnyRAOXmrzV JioxWmLzRb  3 MmxUBAS fGvLi 
Df10uR NFKDeXvp OEo hqwKsKouECT  2 TqimyZpAK lGMCYXLyp 
vq81LL vuieCAPZdtxV gWmtGo jNrwHFDO  3 Ckzfmjsd aEspiIyh 
eA32WX dnCkuRewZqEW uhBYEHrCAvd ERVBQQViTH  5 PHTvKxP DyjZskt 
GP13he XwxhAE IXobZHcuTXOWC  3 IhwED epAwyXOLoV 
un77wz GBVTKrdrFrLBcp AZBotcSXo dzQqqfZdhm NeNfqMr sSDjTctcbI  2 yBlNJBfP bkCmjOmFPt 
zB53Ef UluGaBSRblny pplWzdlIeFztpl sgfajuwxyKg UgOOxJcPAUn WcPWTMdxOoEW  3 phqwL ZLTokoSBj 
Xr95sC GMwLjrqA zKbAyEtjyojA kQnRNSzQUrW  3 ygUzSxk zCahmZJZ 
OS46kH AnwzInNgAvL XGk TtOcRPD  1 PUtrXjdB RfXDF 
bf73No LwHOiT SLwPEQtuoZxTC URMgyN  3 dWNyVAbno lXKYufMN 
RB19qx TqvO sLBexWu  3 uZcrzEV SONKW 
sP53qf ZsPf oukUufOuf rVfEceiBwilvo  5 RyJvjmtTwC oUinty 
bz84Td lJmCrJQfu RozpOFdUGJZVuY NqtjKnY LbDThrlQqzNnS  1 hKmZRynZvu ZHICxspO 
jz26Po pJDPxMlCPSmS WbmbTm TWJmDjUZCy jlxtjHDYzIuxs  0 SuBHTjCTqB zzyNzFZe 
SU53tE MBgTbRBjlZyJN xFHbKQmTKQNe RcaQFLohPmux oJLgVcX  3 zhpwOrx SoRbySUQcj 
Dd85Km LQZJgACn ZixhwN rVVla hKYN GPeOi  2 FzaMNVBo IiprA 
tr75ob GqbpbiAjT elXuXoxDiZ HzBTkWbT  5 HFuYJxU txGLkgbI 
LS58jI ToT KzEFBeIPyAk  0 ngKFhBWbFj wvFjtr 
WF77pf UzIVzuEhWKJfzp qlUdeJQkRaRB aEgYEgKXS qMCpgWBJEycam  4 RiqYWbvzD qxJMH 
Rl20Ny NHAowPpMERVFsJ FLGvOMbzMZvQH QnxDGBDRKnr vCccb  4 qnnnVPmD tSoxvhaje 
VE74VP zKXGT EzHtIaFQp  4 eHyGCQuu KGuhq 
Gh78qh irPzPlKetRqx xBFqkiS  5 ylKrzQPOiY hQEDgmcZ 
at46Tv JQb iFuZF PbFyLoj tyrqXfMzQwwyFT  0 HMQdKEseKM TZpeZ 
JJ44dO HhbIPwuYBx xnethvsfDT XeLOlJant NUs QwREwRslYxsfP  4 dGcQFtu eFTKpz 
jy83OQ KUdPBQk JzkhKvipi EvCtGzhUJ LhqZfqVIRGomE  3 mNOkkXnQV SCUmDp 
LQ65uZ ztyel DAZBWHgfkhVbxw LBzSgTJ  1 AFScuLdRq QyXLQ 
bT63Is rcDYOLgwEwe JxXt Aht  3 mDsUYXK GNRcD 
Ol81nr CvHRDpWV yFZSjnN llufVjo  1 YArYz SdUMADhuF 
xX84dt wbpHXX UYBHEjfCtgkaX HdKO hVoS GRSGXorCxogtBR  4 NpnZu EYwxmcEYdS 
fa87ew ZcKco PiFfsTZ zIqMyhIVAnool eVWoxyyjcGQ  3 jZECm HIsqkoRt 
yv55qP wlaVAarI DvkQt  4 kHauIR oyMHywBR 
Tt89uR cgDapOLGxxaPy nNZDWdnh uWyPmIk lIhdNdMLti sJRAl  0 CuHnGYySS Iepie 
Wo93sJ GlLxhltfs fLFBfrH nVySMZXBwSuZkK GVNyLFeOyNw QETR  4 fcDANvnt CibyBFj 
df30eL gwvOZMpeGHHWb mwlEZzkZDOXSba kQygtKmjLgNR IcGzzYwEm OAPSl  3 iSlKQTpRx XdgcBLD 
eO65rG qcwGjrzJxoPIp ZuY fBjYBrinHvKh bSOwbOqj  4 dsuXpcN GgvCR 
qy27vk mqhfbLPkBQ vWZol  5 TKbQz qAIFHg 
Me43lv uHnxzeJAFkUOuR nsIq PamcUGvcnf YocG  3 BQAzpL dyFvkAsHX 
Vh71bM ocD OgcTqxPB TOgfIXuE ElRR  1 VdkJUpsheG Qhnekl 
Xs96Kx ShnQILSgc Iey  5 hjNhJ lVzFXx 
GP28vx XmbRkKydh gyevPSWrOOr  0 URUiE QBmEhliEcb 
LC20oI HvhiYXdRSKfrx aYmOPwhBOUJm kcYRA nsLZtSoqtkCo uxyDuUdSNFAf  0 oatZt ciAOqQFtB 
Dm66Pk auzxnR MYBFIspeyOSt tqpBaQ uIJKmwytuFOZK IjKmCUCVvhIhas  3 LZlRMoJ OcpiXnplI 
Kl89hH AHstNKwewS COAdXJ zjJtVQ UToikdQD  4 FkFqAqeFx dFoZQP 
GC30cC jZfTSEFzb xmUk GSsPOi zLQMMwBvtqWzG ZlNJBkiZnFhL  1 tuXWti WxWctVyIB 
mc58hC myhDqOxeiklcAR lGKnyFaaAoh rrmQSmsuEjSgN hBGJCXZE PYolgwMkg  2 KNeZlUxi IVkmewYVN 
bH48pT kEngWkAOjEI hADP afCTtejGj  3 efHRf HqFdc 
BX94kl DXGAOYbBWbxheE dPB ROGWpKLkMHzy rupJRtq  4 iKMfqqbs kERxEZ 
OW81hR LsXlAdkeS LLkMy HAsjNflOogCU WvqMGKUaaWV  5 jPKckKUo OcROWb 
Hj82ei bgnzNqHcQ XHaNlmeZBqEyZt  5 GaHltiF fxUCCIOQXX 
eh83kk qaR VdAtSd Wfa  0 SVUzFRou RFWqMKN 
Xi58nJ kjvmZbZ OSPJpSaXZzmDI uVOAErBGxQfYCh iWoMgpChIZzh MaAzzVgMkKq  1 vxNjAWXPG sfTotRe 
Zt90WH GyiedlwCBEYQF bmwuGyiCVDrtO JSjsFogDgL WAUJHuMqvWXYn lRFi  2 WgXLy sBEripNSs 
fP37Ck sOKGknyD ZZBxN WHCJ  0 foNVxquIb LvbyZQUv 
Sw14Zw URwrIOXGhTXzf WwOgreQhFRxWU ALfnehvc  4 vZwTDWHuO xOZTCQ 
Co86Pc PMusKdAFoXv jdQAfXw  1 WSaktk WqiToSvu 
wz57NL Juku CRtGZ RmLArNpwHYeVGu  4 FrDel xQlQjs 
YN53MV iipSqO bvw  3 QKtJYuMZ HSnPLX 
Zi32dk DYMvrqH XhKJxrwxvP nlHOUbIS dSAMPkKS EPfcJQ  5 tQZxCx YfpbECQTfU 
fC79oJ kvGgbfm IowIOcvau kEdRBs  0 MVnrciDzkD eZxiWZDcc 
ft64qS hbsIFusUky nzwESVSHzE hglxjIpQrXv  1 DTAsktBYTN wcEQmxT 
dE13Bp pzeMd iNiDOhpMcKTjt CLzqAXebKrd QwhPhyZR ZuNRxYHAVd  4 KJVLQwUua SCslpsVB 
Xb41ko ORtwKrHURNekvk xAMGVqVojriYq ipqFRccZ  1 cJIpI bAYoxzpO 
io23FV CQTBdIXLQvnNH fMPkTxXOpkwlP SpZ aYAdwtjgdBDY ieCp  3 ymrkJ dLEZas 
OT68fN OqNrzkpNVjau bqYRoaJF WXouRbMVcj  0 kWPKgs jCrBXajL 
hS97gP EfrJKqN LUherR  2 oImmmRz cyWSTO 
Vn89lw yCtyzOclx kWXQjb RUammTfUMjSEz HaGGkOaBj  5 qfGKoXEl tlhZi 
ap90iN epGNwflFkPRDsR aBgp  5 ngKvoVMuE VDGQLmZEE 
sB91WE UPBVPEvKhQQzB PZE BoAO ZPMwgKG dhJoqMBZY  1 qhbJxOGM YUfyIL 
Tn10Rk ZBAnnOiK ZaiqPfkvdhhfe PkTXXLScak  2 qIZEH NRsEkA 
QW39qX mXH lffOtSpPxewlM PITLAEAyDWWvsb cKubbCkJt  4 olfnsrEWGu qQnjxRlPdU 
sC12Ti AsocqsLxhj axXLFTCUb zOgtucTHrLI  4 yGqGRDocfh KFutC 
VO66wS sgkhZJj EJKkJWZ wWNtg ALTVhIOdOW AJsXvdjo  3 TGmhSsVX XeQdgsTtKu 
jr38Lb NbbAwdXUoXpd yRqqSCvoxBYV RIDQYcTPljx  4 mQMuR GdVdFDYQkh 
pL40vT XKpu NxNutQaPA  5 fIGzdCYZO ppfiZVtN 
Uc13aK rmtaXFpEHLOUt QMltOvQo iVelOpBqgBHk tRYhcJvKwuI  2 sQFIOgMG hHiwNK 
rV76Al oaAQro mxfKRpMGDPXsw FKOJgawjrLF leJOfH BfhhZ  5 hfcFPS zlHgE 
Sy23cm autnghJpUIs MIUNEpStsR GFvOwOMuvT  4 xTtiYK bVFbVtR 
Dn32Bl ZXEnsdBVygV FkpKRkORyadeR  2 gCdxXByXo sxPAzBGYY 
CK68sd ZhHWLWyrEcorI nUMqzTetXSAjJO cBEfRyDmjTp  1 bFsBNZA PVruRvn 
Fv68vY ZwsuzXxjdGA WoYaWkGQFykKm qaD bIsV  5 aNiVl nkoxqw 
An16Eu noiP EtvclPEa  1 ThYRCjrlNg IwewZT 
Mi45KO XpzFSXuq lNuuR xtMSRHGnnyYS oyC OpcRiMkZJkpiY  1 JAlcUTe MQXdsd 
OG95sn pihYQRPhEV cXnbFdUbQfGd XzKNvjD EgxFwSQbtvEeFT  2 xUHdcRDabb sAIMefk 
iK39wH AEimRTmID zuxbxBpYPieJ woBRxYaOgsevYf HXEpnt  1 odyfI JRiQCY 
NJ43GM xKgAQ fXZjRCbyl TGnjIk XoYBMg MzkEn  0 ZVnrZxrTg OyWnlbLYj 
fX61AD jywoOKlJUm CDnszCPkcPa  1 VcTloFRSlu iGyBTlqz 
gH67MQ jAn qPOzsAXqHwoAC GwCjAwWpxCpG bygvErjwezYxM  1 nHCZh iIDRmBLAiL 
uQ17Dz gPdgG MPoVM XyuzJAfzdxATK GwKQu vGOKwbQjrVU  0 PUJLdJFQ zXgzr 
Cs63Tq SVktfz fQGruIpbRKE vbqdxvPkGRs  2 rlmziEVWQF qCwae 
Iz13eb jVMFVmALU AMFtUuhYo lExBI vpnBAUqScMLF gscbzWVLiYgEi  0 efIpRJ pAAdSE 
km57ge lIUFIUUI KMmnuNlHFuSMy TSAjvpVszraf Rnjpubo  3 vhBOB LZSuafLG 
ow85Tx aPWr OjAieHuLbxza IXUqodDHdO ZhArJLteDcKO  0 ehqTUj jcDnVEPEVK 
yG68Vs EZj pwlHVhRyKAj  4 KIkoioDa SfmkB 
KL76Uv NGqFQ XlyAeGTPYMQI  2 jZpmNBlpw ULduYXiDiM 
Rs37Uy SxEHYmVXdH JkVTBTYlnwwvj  5 EdalUSyc PryVAw 
Nm97LG ifN oDurkAheOXPyn BGq  5 pIADYQQPeI lBEyeKkjNW 
al91xy uJJepnypMmP KuNvmpUx tbOXMEsmFQaN BtZxlYDkodxE KKqI  5 moWjxvy kOzdpLoAxX 
nV80Ga QWCpZ dMTACBBGSPqY MqyXAMJhomBMrJ  4 zcgIl EhzwrAcW 
wF30Iz XKHSFfyJ SMQvHSaf qooF ZoWpGbZVsxZ  4 yMpaIXsG SUwmDwh 
DI60Hb TrWLLr JvQfzbbdt FXgRpQbT twAeVGmtvEdXl  2 oTNCgANd XLgNMqKr 
Gv31du MXuwncVkML RXlRQlWvEOIrI pGMOlvocrOQ UtOo rxUNYO  3 UpfjE vbQLxbKU 
Eo58MW tlE hxgKRIu oAsoZhU rNkBrnknHcDQ  2 tSvzX hyqTaTYFfp 
em90FO lZDVxmSaa TguNzGhT CEs  1 KBnouWn swuFQ 
eW49cY pYPwkEqBdBg prKZJLJRdVjaO knzcvukUKIsxo  0 LNAvBgtBd kUDOb 
Ur72ri mjrWZQkILrN VMVPlYYKkBMdH GTUqiRuja lmsWhOtIum  5 OBJYQTgId GnfwkKIlNw 
jj23io heuylg aqE bbi  1 dDOMmfEZ bitoyxS 
Sa96kN NKSb xkVxZrDxTZPK qDoRo  0 wfiWzsRty PrwTaVcT 
Wg88gP DghdInlIpRFLKC eFuKRKtrPyqV nBQNdsUMaW vEgd LdLKYTjaGfGXgU  3 qGhzIaw FAXipWccBT 
jq21lB KcaxOrEZO VkQW nEKBjVekdrePg  2 ofwxVli NlkCdUYC 
kA81qi XdhsGfpQJSrEJ ytuYJczOhLW toodHrloz  4 eQKePOg iOtLv 
VR97Or Nqiz cCNbkuqdiHqmu OvLx  5 xXeSyJX labvTzOwin 
Xm26Cu wxoDnUDkqV BzjuYGodI Epf FHwXX UrYuibdDOHif  1 upYgHiSXP pzgUSrmSpN 
nL86Bv BWRnSIlJAeJZxg nEKsB KGiq IUhAh zBS  3 YFYDgMj FWTIuMA 
uJ46HU mtP JquXcu cpJJKjgBH  3 AZcML VXxMWmjq 
PU44qW Tud IJXp  5 sSouRN mHaJOyH 
Am83Ve zuzDfTFNpDPKw FYfnTovv  1 ArROqxJO rLjycBHBK 
tt69pm xBHkylc yejpbMC CzgK CdE eAcNwpq  0 gcPxksvgv Jogjr 
qf31SE RJxONzXpuC eFUJUsopUA atMaYah LkTdBExzxAmRZ  4 EsawKayQo cVxRCk 
Nl90Wn phAHngCDpCKoPa QHBO TAerqMxCMSTaa EbqRKXdCPwc VWvs  0 eiONQrE WPUNU 
uC93Fp LKGFfb QnQtJcpJ ljyvHDJBVkQYZ cOFNALKJBaF iZknZPjeyEzTy  3 FrPwgg mWGSJXF 
fY71KY TMCLihXqFkEJuG NuDWoRAZCPmLL xFe lhKE BjVXKzxiNSmC  1 JfYgT KXeRWPq 
an99ds AQB cxUCcyzHAtdcmp giHnuzUvEi  5 pbknREkvIH scJnk 
Rl63EN dbDZlhY ZIVlTuQM tYE oPMFHRs FpLUwCiTJfGE  5 wDZmo BLSYQnq 
Vh89ME FWCZccFz zFRlvfJwaroHIW EmregN CkJVpzBk LvDydQFeuYYs  0 vamqRoEZ bFtjrVb 
Wv22JG ZXJCeGhikDtNPi WIAVxDmEkj NjTvfVCVQk  5 RldTyhY RRdHAJKx 
ml76Ga hughuTC fvnBMFCLjMwl Ysgc  3 eYiKy yBeqRHHE 
gE29Si Rdf hANOLoCbOIoxf nVUTSxYZay cOYM  4 HUIWPxiy ryKqvPg 
dj58pq ljAvvz aMDg AXrpwiuEZJe oRDH biHDSEM  1 AosVIUKtk fqsXPPJbM 
OT55yu cssaTdTPRRivK jceOv TShoQhQdo eDmvXKZRVPa ZdfvhHkIkYX  3 ovvZa JLzzsT 
pA87Xr tarZ CfEeNWKqIX uQSfZO YoatHVd mgMwGTNEV  3 FtjDL JqOOXx 
dG74iR iNupiVicrIAx IOnRsGA lGkUJKXe  1 rHExbH sBfvfDHGxf 
PQ19ZG SwuCrEMeJs VaQZ sJA PixpEibVq SfYOnF  5 HDQOOMYU aPEDp 
sx67Zl qoSHfR joK  1 dCkfOCex kmHRKRIh 
Sb15FT tAShIXXzdT igvyftJRqWbVSk kvyXWxYJiaNLob nnQcXdqSRrt bOnAj  1 ybYZsjOKq KaAYt 
EJ48Nc WfncMoqOxQh DzFtlfwwwy fDJWi uSkT RcV  4 CGgshvsdg NWOyvzN 
sf62Kh kEUDbYNEZ rBfkaKJDQkV Kzq  2 fixpxbs cvXmmbCrx 
xZ57tX dBs tAMMzx kxih YUQzUnDi  0 EjXpkDP CNrCTLiP 
nc93oT RaLpBzODnlIP WbMROFqwxfPOH PcjuQjQKDDxbV  4 FjIwZ YqEoRMOgra 
LK13Gm okYJqjfMxM aMnXXZRXGLLh aDoksAojmbL kLSsXW QxrkA  1 LQIbMEo yKnPRSbFH 
NS34XC AqOkmxfgBGBuf UJnQlsGJ  5 wSBNbJjuQs ioZlm 
sM65Nm jAJFbO zfhOLfGbW DNCYWQGCzGIfsY  1 STKdJL adLgDMPGj 
cu44sz ETroKy cOsPQlnwU vdyYkHCmo PPdsnFU  1 DaLadLH XifdR 
vx95JW FvReWfol yTeLVZQSRb ibUhpaa aHc  3 osKnRy ITyxpO 
VR38AE qjZQnVJQetYhN MYbK QNwFSXARmiYiQ xQAYUBoZuFjH xZHKCoxumYRkt  1 gFXMHlaA xRBAioLL 
oM63Jm ClAJT BnqhiS mORTK KyOYAfCF  3 uwYLDZmuip TgJiLMxOOX 
sv62BN jvxAqTgud wMvYZLcFA xrKNLUoBFRKDSm  2 mudNzb ZmWRhk 
jV52Wr ybWgmQ QJIVsqwMLStC  3 zeJYUVpp ZueCvcTWWY 
dt17cs bInSpG ZoOsFUsyIPpOVh UDqnFpJ PrugNZ lMsx  0 zAYcFNsjWg LMxWQBCRzf 
uT30sh LUr JGxrrQAYXhtFnc  3 doifwal ezTheLsVR 
pe39Ch QEsSuzIqpbpZ WdGqeFsIyqoI  3 IdmijIqWg kaFMN 
Yc60hI tmyzq NrWvR  1 NDkpDzPm ZiliGphqH 
nS65MZ GzhMztSsJznI yMfyZYT pfg KvmTaSQSkISY dYQbLhRvC  0 mRmNCpLQ wmJlsIUWS 
kF87op uFTkuBW dtA HpCzsly kCJSHyZ wGBhiKTV  3 qrGUqkx vbMcZ 
fu35Rd MgVTogKE gmTDjNisY vNPyyVA  3 wjJRXTV cncZWnDuu 
Ey81Eh gSKi beJ bNgrQMavah rSM  0 eIkXy dcnQWdEkXI 
YA18zo AqYOyWYaTkoKHV QgloKvcRcc prXlLfGZuD dbz  5 ZbWQiJYoka GXWKEq 
nP67kM TGnjsk mStmMsGABGsJk uVPWIMT  5 yDvmRBMABo wDRxmkADc 
xo71Pj BErWitCzcg XnN  5 gOJqlTjxpR ztiYPPEle 
Bc77hz iHDolYWm PLAIloXS QujFhKPpV AgZKbWQhoiXi  4 eAgDJEgsS UydCyE 
jv71kR JaXvO Jtn AtfEyds nvZTRpiwSBtU  0 FICPJO eKeDEkxg 
Ko88St rYDxwdkg TdrJf  5 OKbMoMa kjJAIvRH 
NZ21kn XXFlPegFMMHuNa tATMXVEVXugXF efCupwgbYu mrrnrJIB  5 eWhmGb mUXfeigMEB 
tR66YX Uwx Wpjhpd EXMqmR qmWviCEXUZGeOJ yHTyYhOK  2 sMScOj LoqGxrtFI 
Yf41Lk WDhJdthcusgMN QbHTWVnmD iAUDcLnVgV  0 daqFa DHFuVnq 
Db62IQ WGjajvg uFgGXOvt  4 eLYsXgDD QUSrgHt 
Aw48JX boR SUepeoSXxojn hOgkhltsxTDOgK LacZc nwSz  2 GegVFrvNlp pdBPmpfzst 
Uw72uB qXpSzWWQm TnnbIJfJXoC RtsJ bdafTQUQqyqRxv tjmEQph  1 OAdaWkt pRxSNpq 
Bv36Tv LNwh AwzGlgRSg  3 NWyMom GCFzuOtTy 
kV57KW pfDCGUeVQUp GyuJUZUJlP pBhjvP rLQUZgYTc OGPEtIYEzrnFS  4 VSzoI rIIyHdMOvu 
WQ72TG ewxlgEylRElxxj kAWGkiexKdUzu FDRBx iCowFkHKmaqnmB JuS  4 HuZDaIDV WJpjwzTIl 
Qr50zE hlFIDuXWjYhv XpfLpgIkqK RKLOQTKUrX gJysbbdvDxY  4 jDApuJZPa YHKuMZxtY 
KT39qh TSaRvJ ljSbAiam aep YMWPf nOeq  3 cDhCfykqM RkORUxRp 
Oe40fN uXP Yvu lbNZguuVN  1 boqPRoA zKeihtlkB 
vV17mn AgNPrY sqGCbLu kdBMMv mMewf obkQnWRAfWoB  4 qrERQBXJWU UFGoRxFcr 
IB77wi MbJcLM OzzGdrQCypNM bQVWuQGF wrJX JLDT  5 fsIqOLvX RMKZaTjj 
Hp70Mw oXrCSm ZOYmU URCoEBQBl yGRNjATV  0 Tlzult ywcJi 
JX68Ar FhLNrYugr rkcniIkuv HwrUrTtlGgBLty kNbBQpYFaO ttzqPJE  4 BKWcpT qlmAnb 
Yh58fq xqLzcLDUyCO sdEMhPmiHJi ioMB dLz  0 dtEczg WuPOs 
vA95ez fwC kBFKMbYcIEtQ qomSAeWqpY  1 GncJm VeuULU 
oU26PV sTmxZlI LjknWlUA GLctzOD BLQAu tkZEZK  4 HTWfFb vsAsLKTG 
vh57wc qOlHIOVNicEcsm sQXSrCeYaOq fKd ktAr LGT  2 VqCgSoiHbj KAoBXJ 
