DIM_BD 25000
AU11SG BHF oSKqG  3 iyJdmOrX XGknaOtRWW 
ke93rw GKOBhJs jylGe yorDi  3 pBeVm DuuWPoI 
IQ27ch OpdlXiwwGd vMqeszIJeklqqg cxV AstyNZjobVQK skZCYq  3 wfVyiuFLL AZiGfhnxiW 
Ju77FU rkyDWDRGdcF bBlHVQxHwxWwTo eozk cFIdo kUUQvOYmeWDgWZ  0 iUfWm jbRPEfyBL 
gV28BW ItoLpwKXfVyu IHTqwys kTUrHYkVUv tcHu FOlorL  3 BxSVtBffAo mOnHOW 
BY56ox rlIyZjDH jCqMUHWvj  3 DLCpo TMigLICmF 
PP10fo PVeDyEopsLGFXb hTdkEzVU FwON  5 WEcSku NXzmE 
RG13iC YdUKKitOfkx ciiECKJjYKYFj BxyKV FGP  2 sWNeOdF rxnamVhPr 
zw17yj zzCYCFW UiAQXpGk  3 WQTmvQZgoF DRoxta 
wk70Zm cxmsOcM ntxOsXo ZLBVXAhajPut WzMTwB  0 fitWnJ AmxEV 
qv71nI qTeSbNjKHuJB yAYVYZLHHkzU DqMfuGuEFLQK  0 ZybOieFkq OuuXdREzc 
ui39RO iEPsDlUUQWNrl AhflhnP jTqPdGztECEA  1 dprHne HUJHn 
qd59xy vqcgIohXkloRg VFCnTnjetiTQkv ajdECbEsk  5 xqYLqmFsq prmfLimh 
eK16Sg NcemvKcluu XZUOQ kNcyrtMdsg inQORi  2 fWdKHq pLupqQ 
Fv18yY TNuiccphKegZ AityKyGHxufQY  0 jVdMfWVk FKpiUdUl 
Pt17tu GsQQpsyaMK jRmuukYi jNslNSIPlb CtyrGfGbSqnDsg  5 ozkEaSc pJcLjLeqTW 
it56nw LAwHGBYJAGbTs ByJJglAzozFX  4 MVRHHLe YmhPs 
UQ29HC zsbiG WAQaXjFKDbZ PfkOGihzQpHW JZUsQqLNtjb NAHamfClP  4 fuMSgi gQAkTlewtq 
Yp78yc GHaNVw hwbfPjRoAFed BNkbp  0 SOKExXGAT WOjLzkBV 
na96EL jSuI ymdLALlnBSQB Wzjgap  0 xUxWCV ILdKxHLbH 
KX80iS oeWmXDMMbqgZx rzGkMX FCYgjbTfOJn BORQDjWodSwCru kKTS  1 jLYrPv XkXMtRIjIJ 
UW97VL gTCnyYp vfDoFvnePXR wYh TFr vATXgoKhAE  3 fKBWi xZkTjNa 
ZS33RN DfojShvQ BMQGPh djHv plhU IKUwJYxEOs  1 TjEWWKouY ycXmyNjXsF 
bp43Sq YRVTh hQYiqjLkXNQ PdhLF  0 jqvjS fVywEGhGo 
Km51nI HuLEkIQunkdsV PHoMcYx hWByjXteubgna ZJxuOlWSLuT  5 mpDzauVWp OGDTm 
oJ51hn PENoIi JXLQccvxixEvu YjCD TApELxlaCNKsC vOLUS  2 rDgdpc GPdWegAAm 
NN16Ks vdUVWToNKHLe lYm  2 IitVPkbI UqtrIn 
sY59SP zkNZMzlCF ytSmRMrVCiYJ TMZ WPFLsfp  0 HbPlDWxQ TxheOOsxtk 
Sl11jY XLDnkuhVbc CGDKnocyxGtwt xWgsEXmk  0 bnaFjw ZWYbRDZv 
Ha42lD rZBQuYmzs PDEChXGZTEH  4 vnsow bguuQfeiFh 
Sv76oX UJDucRFjGcoLEa KrlxPZqrdQMt LoUxZEYIbIdM BZCRSgxnWx  3 vfHgTHnxeW HcFpAe 
FX28kR ItrwOzUGLDao CKnzlVjZSFTu npNTzbeMnUT  4 GhPonQMTId eGXlhCi 
Kz28wQ cZKzsbw OLlbdTisAYgHQz mKFFTPBe rigZu PAoCRw  4 qrjftHY RdfPMSWziR 
wV70Om gMUYLYTaje RjCYe  2 Sbhnf pDsWf 
LM40pP nKe vhGoHSwGoNVxv fYMQL lcLGeTaBshL  2 ogDywdm sqcVbZSqH 
bf56Wz VMJXn LnBLaCM BkTEWUNRkRhDsU  2 FTqiCHGSNw QeVRL 
MY83le IaY dAMEhciwPXFx  2 ivTWBuN bKrHZKjD 
nX98kg vKJX OcPoMVXRiyui  5 CxcpzQLXy cfzsMel 
jR93Ft KrRckpWXoCCX PbKxuAlnoESfJ iQy jeMW pROMME  1 QcmqYw bbZcnEtixs 
TX25We fzzOgQO hOMvSgWq CKFtIbSRAkgxH RjFYZkoYH rrCGRKfau  0 HOOOS fhexNd 
LC76Zt aHK sAunDDCfxlcbcv  2 nTvjwQ JRSkVWf 
ci67gG LQisACehqeLB wmclimHZMyWZW EkRLhi jtDkwHK  2 lcgHVdmVBh HFsRyS 
dJ41BP jKEeVGNyW xCZkKnoQqmW zzig frBihcRRCsgiS aScHvlK  0 NkxIXmditJ cYLJMIODV 
OW10iY ugYgDVmt PycJoViSC Nrqz  3 BMCBMni PsvnlnURfm 
At25NC hsbh dDgKjATjCy mbyYpfSuR  4 ftlxi UmgeeF 
HX20Ur eOKeU xHOYAycy  1 BcrYHvmJ Kyuhjx 
sd41FT QwW gXqGuFGQcmW  4 oqZkMMNmc jowDpqte 
tz71Ma FvvdrSokHoHzWx ZydHtCwlB GOZgazgqWvilca syCuKANMYR  0 xBBxZoX jPyvHDHASQ 
pM13BC jQVMtVzFC IMDpvOh OkThUeiCsb AZZeKGBqfWebcu  5 dEEiMUMQtZ wrWDtskicf 
VL15BT eTFCjsjrPSphN nmtrRBmi pgGSkEV  1 YRqsdmXIXv LQxhau 
WW40yE OPUcSqzO fRHm rWQjyA zlXyXPd uNoNqayeFTPuTj  3 oGcGngJYu sqOlXK 
yr83Eu sixESNQZJYZy OxAXvrcCnTUrWX nhywqWwWproK lRHlsMiRYzGDa MUpygw  3 qbGBEf xiZctIOiED 
HR84Fi IxjzAmIV Lgt QkhSjFVpt  0 KcprHb TmYmPbVViK 
eM89AO LEGmhqIPuk bas ZSpxBSzkpSyPkt RjEsAojOV nPTlbUQClKdeE  4 XFCbiekb KVpboz 
np51Ck kDxB Obr  5 zGVLfQ pENgi 
Th57iM XVb QpWWtfjRL  2 aGGpJhk DUDCw 
ak64Ec pbeEOeQ QzAiWsDkwPF wAdOe jMfR  4 KHSayQgAPD yiKRpik 
Sl84By bDXyfnLrJz vYyZmbDCkaCOWv  3 OeWVPB GkcAFJMbQ 
RJ60Xm NBodFlZd Bacpf HETsKAA hKtzuYCKJifMq TJSPAKBAleL  0 ZbzrGUe nMOVT 
cD75Us dmRKSxQkyuuuBb yYlyuHzuQwep MiTScXz  0 iYCHDfeWno yZxLR 
vK39CK doG jAgE ExaFd fhwiBmPmKtEkMx ptam  1 lZEQlfgDJ UxvPxFd 
Xl97ci mZmH YBRRqR PXWjhnEok BkPuMSpJOrjQ qBQGPR  3 JHgzpfi ixjsknadTw 
WJ65fK DxfbvJt VajhkL gpfGmlhhUSg Uopxo EBISXZYrZbLo  3 rzjiHg SnfUwVRndp 
vz24HE NkcUfo elKWhQdssUpf wgVZelhtyaqFf DxfIm COHQGBKpC  3 IafGixkRBp zsNSSNR 
IO40Ve SDCVw NeZVXTVIwInJs  4 CRjsmuEDeY nKokbduX 
ug89wq JWcqUh ZFnWzFFmdneqeV qnkEjbVpga  1 LLHynLIq KNRLcSptxV 
MW53nX dRFtIeWKF BAjeh  3 bYyRt eaydM 
Dv34gs oljfMYFTjysaib wPM  2 TdpBkdzR DwDGtYhl 
DH90wQ UPwYmzJz tfj qJUumNEvaXJ PCRE  3 FIScjSRu BZBiLzOxx 
Yp57lX uncu pwwhsbmrfw QBWhvJcCNPtoy RhJIATaW  4 CbWVBXPH wuiESEf 
gq87pi eAIbQAaXype kfgkRBCB oqgLpGRtfqbr fzBErWVJsxFr  2 rhgAlcJmhO RCinYxRVJJ 
we87XF ElBhmYdx EuaNXBuA yXYxJYm PHJnWaRWtWRm  0 nhkCpvHT EpeTezwu 
PV55CQ oALPgJpM LJZnAFho idVoxaYj  0 JXwou nbVjV 
Xq28Ww dZmCSnIR wjodtd TLMDpSKRoMFrS  3 YntjI tGzGMiTj 
Xa77IL GwDAMEFoOeYao IZdnlWMMR  5 atfxuilWjq CqsGnsuu 
jr28iG EnsAGS UTzA VzSYWE Gicl  2 HJDDSBjyNJ aLcUYUQbL 
ha40dP vKEuPCiPWc MwHOutf ewJEDDGNT mIJLNONHj YwRAmie  4 xrcpamIlGQ zHTzxV 
gb54DA ESyZhcUhtc Fij  5 XGCQmAGvPa CGXBnT 
wl31uj ueQkNoJREvi FbB iKYJAKFqXWD VxjbsHGQjPIfYS jdaDHQ  2 OCyBRXGJjn xfbroBrGLX 
Cg54Pt HjyJsWcEtpHs DehXgMcLuKa wZlBiXLEfM eUhIdYZgwQMTez  5 iqVcDIGBM bxjQpoD 
oZ77qv AoczcrbdtQ asHJbL scrfaAzzq  1 FZBzygdYTD FdCzXgHz 
wI49xf CQmvLZInU xMLvPoD HWruGBs sBzsqsfVyIDimu jdYpl  4 kSurNTYnXf fEFWTYPO 
sZ99zA GfgAWho UJcoGh  2 jNnUqOK eGfWyC 
dP58uw PbTMjgYIJSMi HWHNtuTQItQrz kEN wOq  2 hjIjTy XQCSoWeo 
ys27Ii BddTm WxIAHsoIaPXnv stg yVMnZwXF jIsGsZSfEqLyO  2 JVGHp kHzIZwH 
pa28Bt VvHI mlCFHkIgVUeXS IbC  1 xIBvZBjWy kDDfZHMVNY 
de42OX XRSS uIFIlJ VYUgoONFU NBatGgmCxhDAp LgAcQpEhnF  0 qPRQENuUx rlxPcoJMHG 
Mm56yV QXRooCKqasktOp YXdzZii gAtnLilK BRrmBvJMu  5 UFFawX Vqottm 
rR13Qp HATDoLRWNvZ gfFRTB zurQTq QQMbLMFNEFNpaq PRLFBw  3 DPgurpZrSU vaKFVIiaZe 
uS87iA LQu fglXbpwlcunyHJ pCEL  5 nXCWfTs ZobXl 
kp64Zo jAizowPSkZ rEgoJkFVvMWa OgxAQoqJFlwv izIwBQMcuqpw VhxZTJJoEHRx  1 VWmGIOis AUMykcU 
WU36bG GYNMHuUcXRpHZo WuyTBuJTBlIN zUwZp PxE HgVKR  0 XeulmTOWHi DalDSoL 
NX63WQ prYEXsQXwQLkld gPGUofe catuiiHTyzNJ  5 DEgxEEqVE jKSsVEiB 
Vv95rm iHLamdmXYHqOWO KyFJF ktqw DidSXRDYDRst  1 BHRJLFDMU lvmcJtU 
Rw36KD SpcCkXoOKiOz LljreVdXdykRM QzorSt yaWMNpoQQ bRFEYaLEXGfX  5 JSgzQIIKpN rhNqMJD 
gB71Js FVBiWPoMcyWgj TbFbrXjwOt gDA  4 BJTNU YUWCd 
VP22bZ IzzekiYrSwVjDb nVnXb ajQxLzUYduHiEn  2 ZbYYYPWWK WeyuYDA 
lO59tH SiRC mFyWhHWn oZOnBhWQ DitgfZsFkOcT  0 nPsYrzhxUv draXE 
Jg86Zf FMxhthPrlL gCoFYVDZtFaM IwMsRWiXAdAfbc TVuKXGlRDiHSeK  2 oCeweyM JGxsnMZoX 
eC94sz rkIKAaua XIwQ dub QcJSNnvcVc  2 WbMlrDq uvNslwOC 
rP22eP HUs wHqbxJDC liwyM  2 wSXCusW fNkGXroQU 
vm93LR WUasPb eJcHZvACLg uekfIDmYK VyMlgrnaJSLEes TGp  3 yuOzQ JmIoePUX 
gb49JB GiTkQ YxYZwDMZGDMi  4 nrDXY iIXssh 
Rk78Sd cNGgtF RqarwKzI  4 BYHqWIkGY CHqpeudv 
bn98iL KCDAITGju Bws oQoLnebPBdor ecAeVwutl XTvYGBNsvi  3 oJgLC JYJJvfGz 
Li16Bg kidRHakMzm Edlvhw HhO dzF zjMEYKZ  0 uyycNsOZ izqKNEK 
bp85cG dHjfwl xOOzFzTBDh ZPc  1 BWovf XdphNQaIWz 
HX42fS COHWNK GmbZ FlxqiZrf BlyezOntYHynO  4 smIvHgm HnsGR 
Dr21yx qWOwtgKmii cyMeREFqFymb fsttmmCnRC  4 JZNaCm wNbOxW 
dx56aV peZZh glRNEiOiKV PZLHoYmCbxgO rTYCt zLZ  5 cLKLLdrgdX znyEMZLrYX 
ae83Ga ADvEBv hdEbd GDkcXIr JinyUYnryW kDUHUiaUNXvd  2 rvBbEQHMav rQglBty 
YH65KI lfSpCEMN kVdfQ AqvqpYGg TzdzhsAyu  2 jdPPXU faPnI 
Uf69ja ubwEsFLTlSUI iuwWsEhFcMg  0 YjktJlip ciSRziBJU 
HR89dY rkmJabELDPnYl KTOLFazum  4 zyMmnaZVM YUGKvNGS 
qQ16Ra eKDCQl gtPyEwqdzGQf NUqpN  5 LGuVklg JcvEruPq 
KL24Qy QRNnmmvOvWq ZTEqtO JmZsplM  4 onMSL BHCjA 
NL26jm oicRwSGnSwjRFT YfGy  1 MNrCi hoiKkiScfA 
kk62MI bvkWCkTBPqaXih oTvh  5 bTSYATwU WXSYEYSD 
fN35rL jxQUMIs XuvnCst  5 beIqr NjLjctG 
QU28fE VfN gvFoTE TfCmZ  2 gbezRKoV PqDBI 
Lg78yJ hYQkiKxR YOQRTZlYQGwo AftuwJaqa RfcAMIz iQonVOzzZ  0 tjcNChgkq XkfWWlcLG 
yX67YM dHznJC kaf OSNXtc  3 lzCCSb CmbTx 
XF36gr AVok OBlLHtdAqCrjqt dCjUw  2 YZHrLvjaC onkxgzvaum 
iY69vH Vkn eYTs DDxpCK  0 RIuKxzZl TmGZOaAc 
bY17nE dYfMM hPbZg EcxRiooNOLhovp KLhtWzTgloFHaQ  4 zGCkJoF EpxIDsfL 
QX66dz eqT vsedtMTl NeWDayEonCU  0 DzVLLJPWAm haFBZsVs 
Bx78pc eBctoV qHQh oormpmoR Ofby ILKqCdoWh  0 MGVtid MjNAewwgA 
fp25XT kmfSwK djkGFCyno  1 ejRYsmj jpvjPVgus 
NW12Da vtjTZLNHEI WEP  2 WtHCRZv iJjUGguJzr 
qr62MI JNJtfhOD nGtgD CVYOIbx PnHMGqAJP  1 lrFnk zwVDAQ 
gg73FA BKibKFci EojqBMGjIbHJEk  1 TfRDmpDts WKWQxPTXSf 
RP92jf ZTKsXQTpNz kYGIaEK  2 NnqVfg dmyxDoKcJ 
es28TA RsTRWMAUk QHrBO LKcZjMvj BmaJLZjuM tPqLnXP  3 tHeTY HqyWs 
vZ83Uu RtXuS wGqCXZVfz LRUUBaeIfDX oyNPPGuAZUWe bKaFtPrm  4 ZdTBOvAKpe avBZBiJR 
yO32dq yuqDAAPjpxbE RzGVzgU uZaI cEraYc klz  4 RLERQbmJo lmIXjtt 
fw85pL aDwU UYFhJdk KuhjccrBduSz QnjlgyffKTPjyO hWkRVs  5 pRjMJHF pMXWlcS 
MX38ek FefjHoBeHchK FjCc vEnXCFN bJVRKHFCoTSyyu SITFbMqrHX  4 DUtXHHBp GenESPcj 
wz16GH aBTeNfKZ BgNSVlJgkw JQHvKH  3 zjquCm dEeNpRF 
Lo67Wj ooUuspe REPjTbYnC QBd LeRRvGkZefjyNy  2 gkiQiEh WwuOKHvlwF 
YW80vx Mmv CyeYCANfmIV  3 typwZFbh ihlglkrKj 
pJ27HX MCBFNcpZHJyU AXDBTZ  5 omieuSIUki wKnis 
cA61MC WsgLihqFkTrE VlDw  5 fGgaIFK hGAcX 
nx71BZ cNOsjbeYPH iRUialwfUvfRqy qScRyKI  1 bDUpmZNhQn cexzMRADa 
IK73sN IZIWSQtkQfEs NsLXWySyi nuRjheox vTtcXCidRueR LDmG  1 GBjTIWX ErRVYZvD 
Ku54UF MkNfypJ vIs EqAsQD BNvzodBwCViH  0 xvnZNQ TtUeIdU 
fF24Wn yge UHB XqQgtiVfGv NkbLGyzBCAy aSGSDXCrZji  3 IJWLPcs BOOqgou 
Nq96jV dCSGbuPOkUTn uCLueBJfOpmlJd UbAnynMV xfSyAdtMZLeF MvLkYLKxgi  0 DJziDYEK KcuJV 
Pd71qK IgjUMLXPlxi ikqM IWUhMYgpTIgl srNloFbAWM  0 oLylMU jkAwqq 
rc71CS hDHw UPEnZUnuGjasm BpbcTUS cpPegcZ ODIzRWoD  0 uGLNznnxrn EzNMh 
NV31rq IERd KHx KVAYioneslN NbSX xyTUSOm  5 qORNXgYcZ CUKnRsWZE 
vq10Ax RaMFxohTdY wBRspReobzn naaFMXnd TuRtqAXlTAW TCy  3 DjNoP CyufFdzIV 
zv29IJ OQjUECrShQiQ aQavTi  5 YjycCJBWpu BglsDWzR 
SN85Sv hcA VqMeJsjMo sDvMmyZomv DTezHcPUvr  3 aGkFOjpRPE IOFGFQlbwE 
Zh90XH XNgpeia rKpLj ArKrWMFBeauRy IZtCj  1 ewcMpQ NNnJe 
Ev15iQ ffVMI paCygm xXesj abvkgOjpR CKNoPPeSzODEzX  0 FpLjE QJjlDng 
nQ92KG FrVXoyV NxulP GnygRSvslo  5 vRYbYmG DWVYnZWg 
HU29an orVFb AoNrqOeJ ACPq Feq JJNbOxJepQYK  3 OVcCq AFawtmo 
jN47Ut TJRyalvy MgeaNIpN FZVARrpp xcztyWmuiCwe RIRKUDzZiRqYbG  2 meKdWKcwG cCCVpSM 
Rk91dy iKk CRUZBBOeylzwI VSjPuytbaf  4 goYHO UwveWtg 
aY31IC zSBIEYJp bQVPheEYzUdX  2 JAoxJi ylzKeFSs 
tM50sE piTiv XGMRoG  1 Dcutvyut jvLfGkTcyh 
fL49Ge IvahmqxRqY dOZZxhWzqc vyElpK  5 cSRiOroBc kUPzu 
yu38to WAmy gyTdb  4 MRksAnOAQ nZaRO 
xx25iO uxxhEAZmuIn OhU eRPmrgPhOeTe WwxLbuVOUBOe EuNWnlQaJ  5 KONgwez zIywFkMRst 
xj87ST SCGwlh CPdgpQPHOEHZzU cNFkBTyATBJqAd iAansc  2 vkDXqvxp HXuRDj 
fS48jA dBQFrSCPGogosz AUAMwqkXaKLhYQ mBGygHWf iYeYBXTkwfFouE DzlsxodrlEyhL  3 xUTZM XJuqbI 
Jc50TL exOJklq ZLcqtzI qEUTw  4 lSKpni ykxuP 
Sq48WV gHZBmsyWyXKAY ukmM mlybIIT NtIzrnc  4 eJDOsbwaDr dGJrDok 
iw90ih dSfNMPtK UwxMzrSo fyFErgE  1 QcPlfEVQTZ ZETTYFbk 
Au88is IZegNttEcu TFtfmrKE tPu  4 fdBlMrjol RTQvpd 
mb36Ik cpA WOUTvPiX CWE ZzRqr oqnNELwl  5 rYNvWsxYZB vfFky 
bs70QO BUERPs zsfgkcstCrkfq PtSPpm  3 HqsvvpUSZ BsdiNQcU 
vQ61Bz pdIj aqDJKjsAFlTt LwRvf bveJONtUC  0 GXPHoZ Uvvnj 
su47PI FAIjfWtxZ rMqa epyDyUT FBD  1 wKMkrFdThd npsZWMAnRd 
gp38lW xDfXP CXVncMbbV HqUJYsfgxwkY  4 DEbyMXeG WJOEyrIe 
dE67VP xICViiGM zxoVHaywjmbIjX veEsUblk VYWIvVvseM  0 YfUXSOI JgZYSMei 
SR31SX DPUeqUS VNoV  5 mnNfKAGJWv nkYHGM 
CL72ru yeXnLanJCZGZg frkUnosixizX YaLuhZF  2 VNPSxrVu DgGJMZenP 
QI87fe vJuSVe SZp vYLfUPHA  5 UjoOgoYt QGaXQHLRY 
LZ93di gCzm DBEqCqKBG  4 MCkJitxeZF ReUORbsv 
Ez21Rr wAGvlWJpDXVoZJ PVGCECeSGXnGH  4 pzJNxdVoVk xHgEo 
wh44IZ OWyiH uzpUUxZZcqoeH  3 pIZmme xbbFz 
Ic52OP tWz ihcNX OSiZMGu mYzaovCU  2 LyGPi nNxEZ 
IC99um HcctVBGSyY nOELtTvNmslXj JWGjgxutr  0 ZZhyiJ tdrncMFt 
iM21vl oJgF kPcUKoXHmeuhPI paWJo GHPDxeQyJpyHZN PTjQjeHhHph  1 hUYSONSB fblvuG 
TI83ij uQNuLeS ptsLK  3 kaUHlTzj GWBveHEKJK 
Ym60eZ juojvqZXnvQ BRIRd RuB SObyIKJNYf ijrgqVzFETa  5 yWPRccBgSM KCXjzjJo 
uL68KV iKFFnbwA NsNJDS jQWyqmRhaWU rNoMwqVrywBIAM  4 sQgdJe qNhclcK 
CA84nI VUDUsKSDfOv VXaFuOHBIlOb AKKtdVj  5 KyfRZ ZWbzYhTmc 
gQ10uK BDyGHoiZnjX BZMyrjDhWfhf ZsFrncDFkxQ DyCYWhZH  2 UtVHLKJFYa OUGtgN 
bD14KD umcElqbH qRPxojMfFlRYm WwQJzOnl  5 XKbYLePes DiGdAP 
cY50aX nCFkPkMr BVKUeNv EufaeDD tBVHQzuWKqO  4 BmYlGvTbwK UAqKthyTB 
dP12KJ SMLV rccmGuAnytLFDh  1 RQmTWyJLK KGdEwHdctR 
qj68MB hEWmC DxQQrgGlT ksOxktRiOTwq  3 cLAemsQ ocOZQTBEML 
mo49qX fMsYqWUniLPFQG fiNyqP svuqNr Epvj  5 ycBRBANbxS LszikEuOQ 
Op31ln EWfBzlw ZytZ zbqCtpYkKOc CGumjCoiZMu  4 ccGaKWNpR jzXGuVCU 
NP72Gz LmVsT mJpLZCMy  3 EGGdcAs vHdfXKCXg 
Eb90ts tBjweBT FwyUYiIlHrQxv  5 Brsnuwj VqVniK 
DC66Iv DktpfnVqDJmC eFgOMfnBuRmE ZmeTUESPepFJjd  5 AQLKhiazQa pBukFbg 
Cl29HV DOfih iGxf PTjxeaU KlTwVl CBC  1 vYcrGuK ogXlEao 
Fa43Nv ANLXzrFba CiMltgNNhLefY QmQ  2 PypoYTRAL ngmCcD 
bW32YE sledwmKwnL kZZfFamDntK  3 TqKTd TNJFzUB 
tQ64YM rGhSCfpG GgkoCkYKUzbRbw  5 TmgKPu lWjVWsSBdI 
hv97ux PEmjiNE FmSjzlCQXqq jlqBGrPQj ObUjve RsvklwPhp  0 FYtCjAxZ swQZL 
NB65Fw RemFnRmlx yZIhAnONtBOXI rpok JJdxykFJ ynkRTwiCI  2 KxAHF ZItvRtj 
UB46Qw yzDTPOBaET VQwzE OFpKV  0 TRBMCmW VoNcwdl 
kj13Qg BLx esQbQtIeu eLalKrurujqM  5 aGjNcpWyK LncsAJDEM 
Vg60qL XKol CJz jGNWvLu KGoETv IeTV  4 WCOaAifP dLnoUMxMm 
GZ29UB DblhJbjdfbrvU SQEVZ KloVYh  4 ncqAvqHU SZIzfyRVue 
vm14Av sUBxHxM IcYqGkYEXP RlW pWtWNLuPo ZdTkSZPeVJKl  4 MQVqqjh fwvbgzLZj 
IB55xo bZCdPaFkX XroaBixjZlzPWY  0 jDvVMdsDgn eRxMRbKbG 
FC39FA ztgHg RnzbiMXFp cWitTuibVPjZwS RsQrJz  2 uWwNNfdQM DzExpXC 
ea70xS eMgRwSNdjNd MkvrKc kIyNODpexvaFYR aiihdeABVmILZl iVkZfh  1 uHSyfhDI xuEfGNgYpO 
qr65Dz VBQm vGLKGnkIUTzy kWsPOODNFfJX MjVUtjcOVao  4 BRNISE aKQnZfmr 
RZ11Wk VKYGCNJXmmk CIsdjw  2 BRAlvjU KCPXMHMj 
JB62fd POYpgSrxIz xZxsJbjEcgL FfxcyW CKVWfzW idHMK  3 WgNMFObBd XiaPOX 
NE17zT LbnclvhGgt vtNTDmw VKcDjnRGf bSZUXTETynoWy imJXEIUlMbr  4 UNyFOSPQr DRqIsRz 
MA98At OgXc OUgmFwgQdoH zEQVWdNUCEENR XsdmMZwbRc  0 jGTJXhg luqKnkd 
eh55Mk KIWfHj rtRiXu zgZfiVjZvmoc TNr BsuqtwRbmlkU  1 LWAFUPDS YUAzR 
LA97dh GPhJ KjySbNL  4 MVUPJUYyj Vtvzwid 
SP98yz MQiIZkfJIgri TUVECa eftFHoLOdkqf DhZ bqjnCvjcgK  5 QNrbljPyl wVgFfWvMDb 
hS59Gb EVLosigK OUHFkxlwdvckDL vuARsYVHfo lyTBS brebHpuudGZaD  4 OoOVOVB HDEUT 
OZ62Ck AwRhAsuPO JVfDrb JFX OVUzUKtjpA oBOlXJCCfEBTTM  2 cAWxn xsYtMUNmS 
lz46zG lhAXqYDMIYQ vDcgAlW oHNqGAJovUXnbO  4 jYjcYSfS TunXjf 
yF28of xwDergjbDPP rRA kTXHrRHNXA fBZbWtEcCqbg UjgOxCVIcFgh  3 avQPe YqAkzSH 
os20zu OPrlrK UbHT  5 eYmQVfneVy YIhzymx 
Qb83ft FFlS AjE wVHNO  3 udAbdszWHI WVtizzmd 
oa91Pr jKtvOBVeFwR DwAolz uncoJjnDfm WxxWZYF PUKFcaPJkV  0 oSItKo KwarBzfZ 
OX52Mi lwqBLw HkoJDRiYcP CdPOVCGKtCzkT nFPzAFzRMGBH  2 KpgMbtr gUBdxFSP 
MX25hd HocmzmWp FYXPFvDue zeKCkI PvvdPQPhOve JUNLbv  4 HDtyC hvdYJi 
rB31Ld qrvVIveLCAI ZBFqoiYy  2 DnzHf gGHAraA 
yJ48jw xdpvauIgLid cMYN  4 dNKGFooeA JclFRpfsm 
FF28rV ZgxSPyh qlwPNg  2 ioSqJY eHbLFvRK 
PC88dz DuSXalth BXdMVtCxRBF  1 csqInMn AcQdbhVtm 
vD46Mp pFaIFY wvJANBLfV  3 tIQZiV zxcruR 
Td92Nx orZXhFpr RlyxzkAx RnbbbwsnFu XPTvrqAtNAg mAOvD  5 eixaOUFw GqcJTBIR 
bh93uN JiwtHHhyQ pSbjLXmNn nSXvYUnlUfiwkR QkWPFCW oSuvtxpO  3 SNufOTl yaicCioLks 
wF94PH JrlyCFSpMEN PogOk VQZWkPUR GtIy WMWgULXzd  2 jLGgHfpS xwUJOqZM 
Xn12Xo RgZjhs GVI YJeDAOsJ rdI  1 LrXuVDrEg oHCcMpxmAN 
De75kK orQjcrG RnGI rAlQtVcYxLH  4 YRYfSAvRpi WWnfLXF 
tS41La QvNWqfzy nzLxGun  5 IpeLYcvu eUeumq 
vu32Oo XHxbSzw WlBJtLoDdb  5 pgUxatrcP ySumdaTE 
ji46Zy ltS QdeNbeiuGeh tFPQCGTanS XInPwVLPNl  5 bUnhqWU xqyZo 
Ua98MW OdwDvS uxRnFoG  5 KdOWNYwBE VNopxiCQs 
kR40Rx nsVgYcCZZHDquM pRoUp WPb bGfHWylym  5 msiZloQTql VXHeqby 
jF93cH psl PlrdGbXirZXBM JfkgEBQggnQZ cXjl  4 LLErOFed iOqTJft 
ot95rO hWKBiMrVA oVMuHARHPMIjSq  0 sXGtBlQpfJ DMWTJJLn 
Sw86Hm IjOWHwNyB DJpcSmRYvcIQWR  0 sxIIIqOu DfSVkYMt 
st58Eh wFJpOVqANoNU BwNKpsF PRSwd FOaQN KTPBAlpXNwsISP  1 IztOs tjsaZ 
vH77zU rIjY MMbqbVnr qxPMpk aSVpihv IJaDHBZvYqI  3 Tyjyf ZkvugzWNH 
nb79gY jXDZL pSIpYSADtYb RCz  0 rLNOl oHQufOBPaS 
Vs20QW glFrUHQhjpITx dRwJwLWVtcEkf dlZYXPwlUmp pFhPRKLDjGyTT  3 HRNzeFisel RrfXO 
nN24xt GsdwqQvzZ ifsHGob  0 awVTChOn HCxsBu 
wz51Lu UtuFDiRVs cpjramaWiBlfS PpZjumxBRia lCtPnRxeRdQc HpTG  4 CtYxQztpht HGJOOP 
Lz96Nu BRVSiJekB qBv PST  4 HEUxEjMXIa AZijYPnKE 
uK63dC SmoLa TFUgALUMUq HGLtfiVVO  3 bSuMBDyOz VNuDgQm 
bU47pn XEoisDxFN lEtHT NzZ QGEhstErrqA  5 mqEAMsRfb SWgqLels 
XP76Rc yzXul ImfRVPSZTwjHCQ  3 UsnXKVt AAIYqNMLr 
El75xp dXuSGJrVmb fhSxdeMQmD DxF  1 JTFgDVb EvIsXrXGT 
ur45be aSGmpXwiTEtd fUfMUTssyTnEgQ FsiXJyVQ CvKLQnSlROcp EPLprcoLnNw  2 IMPHh exYRRUpJGE 
dY68Fl nDjSHWjTBbeNH ouserQJJ  1 eMaXA nTyEnbG 
Ob29Xf QUTP efhvOkslJOfg uFiYWUARdZ QNPNxIF uBIXiTDIxJ  4 rXdeOQBMvI cHtuWYN 
